corpus	normalized_cite	n_citing_opinions	n_modern_citers	sample_oids
rule	N.D. Stds. Imposing Lawyer Sanctions 9.0	88	88	19754,19691,18047
ndcc	N.D.C.C. § 27-20-02	146	85	19823,19692,19610
ndcc	N.D.C.C. § 27-20-44	135	85	20204,20250,19928
rule	N.D. Stds. Imposing Lawyer Sanctions 4.0	63	63	19942,18047,19373
ndcc	N.D.C.C. ch. 75-02	86	58	20402,20256,20248
ndcc	N.D.C.C. § 27-20-56	104	49	17402,17250,16212
ndcc	N.D.C.C. ch. 27-20	124	36	18098,19613,17250
rule	N.D. Stds. Imposing Lawyer Sanctions 3.0	29	29	18047,19373,16732
ndcc	N.D.C.C. § 27-20-03	40	24	19692,19402,17250
ndcc	N.D.C.C. § 27-20-32.2	21	21	17345,17321,17250
rule	N.D. Stds. Imposing Lawyer Sanctions 5.0	19	19	16564,16213,15937
rule	N.D. Stds. Imposing Lawyer Sanctions 2.0	18	18	16564,15514,15036
ndcc	N.D.C.C. § 27-20-30	39	16	19613,19634,17250
ndcc	N.D.C.C. § 27-20-26	33	16	17362,17156,19332
ndcc	N.D.C.C. § 27-20-34	32	15	18098,19402,16172
ndcc	N.D.C.C. § 40-18-15.1	21	15	19860,17848,16782
ndcc	N.D.C.C. ch. 33-06	23	14	16372,16251,15856
rule	N.D. Stds. Imposing Lawyer Sanctions 7.0	14	14	16730,16564,15884
ndcc	N.D.C.C. § 14-17-14	30	13	19832,14659,14360
ndcc	N.D.C.C. § 40-18-19	27	13	16541,16525,16437
ndcc	N.D.C.C. ch. 14-17	35	12	19832,15306,14659
ndcc	N.D.C.C. § 27-20-36	27	12	19692,19634,15717
ndcc	N.D.C.C. § 28-32-12.1	13	11	17169,13903,13198
ndcc	N.D.C.C. § 33-06-01	21	10	15355,14227,13915
ndcc	N.D.C.C. § 59-01-16	21	10	14987,14923,14722
rule	N.D. Stds. Imposing Lawyer Sanctions 6.0	10	10	17237,15884,14670
ndcc	N.D.C.C. § 28-32-6	10	10	15651,15546,15482
ndcc	N.D.C.C. ch. 32-29.2	12	9	13924,13839,13704
ndcc	N.D.C.C. § 14-03.1-06	10	9	19688,17446,15504
rule	N.D. Stds. Imposing Lawyer Sanctions 1.0	9	9	20514,16346,15192
rule	N.D.R. Lawyer Discipl. 5.1	9	9	20131,19803,17195
ndcc	N.D.C.C. ch. 14-03.1	9	9	19688,17446,15504
ndcc	N.D.C.C. § 14-03.1-03	9	9	19688,17446,15455
ndcc	N.D.C.C. § 14-03.1-07	9	9	19688,17446,15504
ndcc	N.D.C.C. § 27-20-29	23	8	15160,14926,14383
ndcc	N.D.C.C. § 28-32-21.1	19	8	13198,12613,12513
ndcc	N.D.C.C. § 33-06-04	12	8	15355,14227,14047
ndcc	N.D.C.C. § 59-01-09	12	8	14987,14663,14201
rule	N.D. Stds. Imposing Lawyer Sanctions 8.0	8	8	16048,15930,15514
ndcc	N.D.C.C. § 15-47-38	42	7	15929,15836,13378
ndcc	N.D.C.C. § 59-01-08	14	7	18099,17531,14923
ndcc	N.D.C.C. § 14-17-10	13	7	13997,13808,13218
ndcc	N.D.C.C. § 40-18-01	9	7	16437,15855,15404
ndcc	N.D.C.C. § 27-20-20.1	7	7	17321,18987,15903
ndcc	N.D.C.C. § 28-32-9	7	7	16014,15654,15536
ndcc	N.D.C.C. ch. 29-32	64	6	17533,19264,14956
ndcc	N.D.C.C. § 27-20-27	15	6	16172,14775,13869
ndcc	N.D.C.C. § 14-17-05	12	6	15496,13997,13808
ndcc	N.D.C.C. § 33-06-02	11	6	15355,14581,14047
rule	N.D.R.Civ.P. 04	7	6	15160,14405,14125
ndcc	N.D.C.C. § 10-32-29	6	6	16582,16497,15909
ndcc	N.D.C.C. ch. 14-14	28	5	15464,12886,12874
ndcc	N.D.C.C. § 27-20-45	13	5	17443,17127,16835
ndcc	N.D.C.C. ch. 59-01	13	5	14923,14663,13167
ndcc	N.D.C.C. § 28-32-12.2	10	5	12964,12853,12427
ndcc	N.D.C.C. § 32-29.2-12	9	5	13839,13112,12682
ndcc	N.D.C.C. § 32-29.2-02	8	5	13839,13704,12727
ndcc	N.D.C.C. § 27-20-37	7	5	15717,15460,13729
ndcc	N.D.C.C. § 27-20-31	7	5	13729,10936,8489
rule	N.D. Code Jud. Conduct 2.11	5	5	20320,20313,19982
rule	N.D.R.Civ.P. 72	5	5	15812,15800,15768
ndcc	N.D.C.C. § 14-09-6.2	5	5	19741,16274,15920
ndcc	N.D.C.C. § 27-20-01	23	4	16125,13592,13010
ndcc	N.D.C.C. § 14-17-04	18	4	13997,13808,12721
ndcc	N.D.C.C. § 27-20-24	15	4	17402,14051,12247
admin	N.D.A.C. § 39-20-01-39	10	4	16099,13594,12417
ndcc	N.D.C.C. § 27-20-22	9	4	17402,14051,11909
ndcc	N.D.C.C. § 27-20-46	9	4	16994,16142,13281
ndcc	N.D.C.C. § 14-17-15	9	4	14360,13344,12256
ndcc	N.D.C.C. § 29-09-02	6	4	15156,15030,14364
ndcc	N.D.C.C. § 32-29.2-05	6	4	13839,12795,11255
rule	N.D. Admission to Practice R. 3	4	4	20514,17047,16829
rule	N.D. Sup. Ct. Admin. R. 4	4	4	19717,19593,17730
admin	N.D.A.C. § 12.1-16-01-12.1	4	4	17631,16805,12572
ndcc	N.D.C.C. ch. 28-82	4	4	16486,16467,13947
ndcc	N.D.C.C. § 28-82-46	4	4	15801,13947,14882
ndcc	N.D.C.C. ch. 33-16	4	4	15048,17028,14903
ndcc	N.D.C.C. § 15-47-27	26	3	15836,12807,12388
ndcc	N.D.C.C. ch. 15-38.1	23	3	16312,14552,13707
ndcc	N.D.C.C. § 59-01-06	20	3	14778,13314,11718
ndcc	N.D.C.C. § 14-14-03	18	3	12886,12874,12540
ndcc	N.D.C.C. ch. 28-01.1	15	3	12896,12876,11960
ndcc	N.D.C.C. § 29-32-01	14	3	19991,12881,9567
ndcc	N.D.C.C. ch. 15-36	13	3	14552,13707,12601
ndcc	N.D.C.C. § 14-14-07	13	3	12886,12874,12540
ndcc	N.D.C.C. § 27-20-21	10	3	15405,15354,14410
ndcc	N.D.C.C. § 14-14-01	10	3	12886,12540,11454
rule	N.D.R.Crim.P. 6	8	3	17596,13594,11121
ndcc	N.D.C.C. ch. 60-04	8	3	15060,13815,11188
ndcc	N.D.C.C. § 59-01-11	8	3	13167,11931,10445
ndcc	N.D.C.C. § 14-14-14	8	3	12886,12874,12540
ndcc	N.D.C.C. § 27-20-33	7	3	19934,18098,8259
ndcc	N.D.C.C. § 14-14-06	7	3	12886,12874,12540
ndcc	N.D.C.C. § 40-18-15	6	3	16140,15404,13009
ndcc	N.D.C.C. ch. 12-56	5	3	12735,12237,9755
ndcc	N.D.C.C. § 60-04-03.1	4	3	15060,13815,11188
ndcc	N.D.C.C. § 32-29.2-01	4	3	13839,12795,12682
ndcc	N.D.C.C. § 28-32-11.1	4	3	13613,12613,12591
rule	N.D. Code Jud. Conduct 2.7	3	3	20313,19982,16209
rule	N.D.R.Crim.P. 98	3	3	14690,13738,12739
rule	N.D. Stds. Imposing Lawyer Sanctions 22.0	3	3	13499,13497,14391
ndcc	N.D.C.C. § 23-25-11	3	3	17766,15048,17028
ndcc	N.D.C.C. ch. 10-32	3	3	17716,19499,13229
ndcc	N.D.C.C. ch. 4-07	3	3	15914,13921,13004
ndcc	N.D.C.C. § 27-20-4	3	3	15365,14465,15973
ndcc	N.D.C.C. § 14-17-03	3	3	13997,12721,13240
ndcc	N.D.C.C. § 12-56-01	3	3	12735,14104,13586
ndcc	N.D.C.C. § 27-20-38	3	3	12564,13323,15325
ndcc	N.D.C.C. ch. 12-53	22	2	19430,12622,11115
ndcc	N.D.C.C. § 15-29-08	19	2	15929,15836,11585
ndcc	N.D.C.C. § 28-01.1-02	13	2	12896,12320,11736
ndcc	N.D.C.C. ch. 61-21	12	2	15031,11480,9617
ndcc	N.D.C.C. § 30-10-06	12	2	13899,11691,7754
ndcc	N.D.C.C. § 14-14-02	11	2	12886,12540,12157
ndcc	N.D.C.C. § 59-01-05	10	2	14778,13314,11718
ndcc	N.D.C.C. § 14-17-06	8	2	13997,11009,10058
ndcc	N.D.C.C. § 12-53-11	7	2	17864,19430,11115
ndcc	N.D.C.C. ch. 75-01	7	2	12426,12232,10247
ndcc	N.D.C.C. § 10-21-16	6	2	16135,15028,10096
ndcc	N.D.C.C. § 60-02-09	6	2	15060,11188,10120
ndcc	N.D.C.C. § 60-04-02	6	2	15060,10120,9435
ndcc	N.D.C.C. § 15-38.1-08	6	2	14552,13707,8699
ndcc	N.D.C.C. § 15-27.2-04	6	2	13784,12060,10378
ndcc	N.D.C.C. § 57-27-02	6	2	13222,12170,11733
ndcc	N.D.C.C. § 27-20-48	6	2	12629,7858,7812
ndcc	N.D.C.C. § 14-14-22.1	6	2	12557,11966,11795
ndcc	N.D.C.C. § 16-20-17.3	5	2	15747,14837,10829
ndcc	N.D.C.C. § 59-01-12	5	2	14987,14663,8015
ndcc	N.D.C.C. § 59-01-15	5	2	14987,14663,8534
ndcc	N.D.C.C. ch. 57-27	5	2	13222,11733,7954
ndcc	N.D.C.C. ch. 15-38.2	5	2	12519,12388,12171
ndcc	N.D.C.C. § 12.1-31.1-03	5	2	12090,10311,10026
ndcc	N.D.C.C. § 15-38.1-02	4	2	19954,13707,8710
ndcc	N.D.C.C. ch. 59-04	4	2	19844,15085,12278
ndcc	N.D.C.C. ch. 60-02	4	2	15060,9347,8055
ndcc	N.D.C.C. § 32-29.2-11	4	2	13839,11255,10505
rule	N.D.R.App.P. 6	3	2	18344,18372,7771
ndcc	N.D.C.C. § 61-21-18	3	2	17215,16765,8558
ndcc	N.D.C.C. § 59-02-17	3	2	17169,15085,7557
ndcc	N.D.C.C. § 59-01-10	3	2	14987,14663,11931
ndcc	N.D.C.C. § 32-29.2-19	3	2	13839,12727,11255
ndcc	N.D.C.C. § 15-36-11	3	2	13707,12601,7153
ndcc	N.D.C.C. § 27-20-47	3	2	13281,12764,7052
ndcc	N.D.C.C. § 57-26-01	3	2	13222,9446,13434
ndcc	N.D.C.C. § 14-17-07	3	2	12742,9947,13240
ndcc	N.D.C.C. § 39-26-02	3	2	12753,8279,15137
ndcc	N.D.C.C. ch. 36-22	3	2	12680,9737,16391
ndcc	N.D.C.C. § 14-03.1-04	3	2	12443,11274,15808
rule	N.D.R.Civ.P. 75	2	2	20516,13382
rule	N.D.R.App.P. 20	2	2	20183,20144
rule	N.D.R.Crim.P. 91	2	2	20033,17017
rule	N.D. Code Jud. Conduct 2.9	2	2	19497,16301
rule	N.D.R.Crim.P. 66	2	2	19422,13273
rule	N.D. Admission to Practice R. 6.1	2	2	17047,16829
rule	N.D.R.Ev. 674	2	2	16436,13961
rule	N.D. Sup. Ct. Admin. R. 70	2	2	16381,16362
rule	N.D.R.Civ.P. 92	2	2	15949,15851
rule	N.D.R.Ev. 808	2	2	15305,16271
rule	N.D.R.Crim.P. 92	2	2	15277,15396
rule	N.D.R.Crim.P. 02	2	2	14687,12884
rule	N.D. Stds. Imposing Lawyer Sanctions 11.0	2	2	14684,14571
rule	N.D.R.App.P. 56	2	2	13416,13338
rule	N.D.R. Continuing Legal Ed. 3	2	2	14647,14391
rule	N.D. Stds. Imposing Lawyer Sanctions 0.0	2	2	15857,13162
rule	N.D.R.App.P. 88	2	2	16456,15876
admin	N.D.A.C. § 44-04-18-44	2	2	20347,17387
admin	N.D.A.C. § 12.1-18-01-12.1	2	2	20115,17511
admin	N.D.A.C. ch. 75-02-04	2	2	15700,15580
admin	N.D.A.C. ch. 33-16-03.1	2	2	15048,17028
admin	N.D.A.C. ch. 33-16-01	2	2	14903,14254
admin	N.D.A.C. § 33-16-01-01	2	2	14903,14254
admin	N.D.A.C. § 33-16-01-06	2	2	14903,14254
admin	N.D.A.C. ch. 33-16-02.1	2	2	14903,14254
ndcc	N.D.C.C. ch. 12-25	2	2	20186,16360
ndcc	N.D.C.C. ch. 12.1-19	2	2	20232,16360
ndcc	N.D.C.C. § 40-18-06.2	2	2	19860,15855
ndcc	N.D.C.C. ch. 75-03	2	2	19664,16565
ndcc	N.D.C.C. ch. 23-25	2	2	19492,15048
ndcc	N.D.C.C. § 40-50-04	2	2	19379,19315
ndcc	N.D.C.C. § 27-20-30.1	2	2	17402,16597
ndcc	N.D.C.C. § 61-21-17	2	2	17215,16765
ndcc	N.D.C.C. ch. 24-20	2	2	17099,15232
ndcc	N.D.C.C. ch. 23-29	2	2	17089,14856
ndcc	N.D.C.C. § 23-29-03	2	2	17089,14856
ndcc	N.D.C.C. § 12-1-41	2	2	17065,17016
ndcc	N.D.C.C. § 75-02-04.1	2	2	16832,15150
ndcc	N.D.C.C. § 29-82.1-14	2	2	16821,13064
ndcc	N.D.C.C. § 40-18-14	2	2	15855,13544
ndcc	N.D.C.C. ch. 25-08.3	2	2	15568,16566
ndcc	N.D.C.C. § 60-04-01	2	2	15060,17010
ndcc	N.D.C.C. § 60-02-01	2	2	15060,17010
ndcc	N.D.C.C. § 60-02.1-01	2	2	15060,13815
ndcc	N.D.C.C. § 27-20-57	2	2	14785,13362
ndcc	N.D.C.C. § 27-20-05	2	2	14697,12361
ndcc	N.D.C.C. § 60-02-25.1	2	2	13815,17010
ndcc	N.D.C.C. § 57-24-18	2	2	13735,13434
ndcc	N.D.C.C. § 12.1-32.1-01	2	2	13581,13993
ndcc	N.D.C.C. § 29-32-19	2	2	13584,13574
ndcc	N.D.C.C. § 28-01-6	2	2	13313,13813
ndcc	N.D.C.C. ch. 10-26	2	2	13230,12653
ndcc	N.D.C.C. § 15-47-38.2	2	2	12807,12592
ndcc	N.D.C.C. § 36-22-01	2	2	12680,16391
ndcc	N.D.C.C. § 12.1-82-02	2	2	12650,13738
ndcc	N.D.C.C. § 28-32-05.1	2	2	12613,13426
ndcc	N.D.C.C. § 28-32-08.5	2	2	12466,13201
ndcc	N.D.C.C. ch. 32-19.1	16	1	13008,10971,10945
ndcc	N.D.C.C. ch. 14-12.1	14	1	13826,12188,12002
ndcc	N.D.C.C. § 12-53-13	13	1	17772,10384,10017
ndcc	N.D.C.C. ch. 10-06	13	1	14188,10307,10179
ndcc	N.D.C.C. § 15-47-26	12	1	12807,11585,11524
ndcc	N.D.C.C. § 15-38.1-12	10	1	13157,11362,11314
ndcc	N.D.C.C. § 26-41-03	9	1	16672,10672,9778
ndcc	N.D.C.C. § 15-53.1-06	8	1	13784,9841,9345
ndcc	N.D.C.C. § 15-34.1-01	8	1	13686,11283,10306
ndcc	N.D.C.C. § 32-24-02	8	1	12863,10460,9796
ndcc	N.D.C.C. § 29-32-07	8	1	11646,10800,10002
ndcc	N.D.C.C. § 26-41-12	7	1	16672,10672,9778
ndcc	N.D.C.C. ch. 14-06	7	1	13765,9856,7918
ndcc	N.D.C.C. § 32-19.1-07	7	1	13008,10971,10587
ndcc	N.D.C.C. § 10-22-01	7	1	12748,11573,7393
ndcc	N.D.C.C. § 28-32-19.1	7	1	12473,12178,11874
ndcc	N.D.C.C. § 14-17-11	7	1	12161,11857,11650
admin	N.D.A.C. § 59.5-03-03-02	6	1	12489,12237,12057
ndcc	N.D.C.C. § 10-06-13	6	1	16245,10179,9994
ndcc	N.D.C.C. § 14-17-08	6	1	13997,12256,10058
ndcc	N.D.C.C. § 15-38.1-01	6	1	13707,11362,8710
ndcc	N.D.C.C. § 28-01.1-06	6	1	12876,11277,10309
ndcc	N.D.C.C. § 27-20-06	6	1	12361,9840,9098
ndcc	N.D.C.C. § 27-20-04	5	1	19402,11096,10936
ndcc	N.D.C.C. § 61-21-10	5	1	15031,9617,8847
ndcc	N.D.C.C. § 27-20-39	5	1	13570,10400,8248
ndcc	N.D.C.C. § 57-24-29	5	1	13222,12170,11022
ndcc	N.D.C.C. § 10-22-10	5	1	12748,6938,6779
ndcc	N.D.C.C. ch. 10-22	5	1	12748,11573,9842
ndcc	N.D.C.C. § 14-14-05	5	1	12157,11514,9359
ndcc	N.D.C.C. § 32-29-08	5	1	11340,10505,9340
ndcc	N.D.C.C. § 57-27-05	5	1	10951,10659,10263
ndcc	N.D.C.C. ch. 48-02	5	1	10865,10562,9508
ndcc	N.D.C.C. § 12-55-30	4	1	17911,12306,10786
ndcc	N.D.C.C. § 61-21-16	4	1	16765,11480,8558
ndcc	N.D.C.C. ch. 16-20	4	1	15747,8436,8322
ndcc	N.D.C.C. § 59-04-02	4	1	15085,12278,9033
ndcc	N.D.C.C. § 14-17-12	4	1	13997,11482,11481
ndcc	N.D.C.C. § 14-12.1-07	4	1	13826,12002,9533
ndcc	N.D.C.C. § 14-17-24	4	1	13667,11917,11364
ndcc	N.D.C.C. § 27-20-40	4	1	13592,10400,7957
ndcc	N.D.C.C. § 57-24-23	4	1	13222,10951,7568
ndcc	N.D.C.C. § 14-14-08	4	1	12540,11454,8184
ndcc	N.D.C.C. § 14-17-18	4	1	12509,11922,10836
ndcc	N.D.C.C. § 15-53.1-20	4	1	9345,9150,8771
admin	N.D.A.C. § 59.5-03-03-07	3	1	12489,12057,10242
ndcc	N.D.C.C. § 16-01-10	3	1	17686,7959,7335
ndcc	N.D.C.C. ch. 19-03	3	1	16647,7146,6818
ndcc	N.D.C.C. § 27-20-14	3	1	15720,10936,8620
ndcc	N.D.C.C. ch. 40-18	3	1	15404,9978,11210
ndcc	N.D.C.C. § 61-21-01	3	1	15031,8847,8851
ndcc	N.D.C.C. § 30.1-34-02	3	1	14802,11311,8534
ndcc	N.D.C.C. § 28-01.1-01	3	1	13799,9656,8895
ndcc	N.D.C.C. § 14-06-05	3	1	13765,12124,9856
ndcc	N.D.C.C. § 57-24-01	3	1	13222,12170,10951
ndcc	N.D.C.C. § 57-24-07	3	1	13222,11022,10951
ndcc	N.D.C.C. § 57-24-02	3	1	13222,12170,10951
ndcc	N.D.C.C. § 57-24-19	3	1	13222,12170,10951
ndcc	N.D.C.C. ch. 57-26	3	1	13222,7954,7449
ndcc	N.D.C.C. § 57-26-02	3	1	13222,12170,9446
ndcc	N.D.C.C. § 14-14-15	3	1	12540,10637,8250
ndcc	N.D.C.C. § 45-10.1-22	3	1	12285,10971,15001
ndcc	N.D.C.C. § 61-21-31	3	1	11844,6730,14635
ndcc	N.D.C.C. § 60-04-09	3	1	11188,9347,17010
ndcc	N.D.C.C. § 14-14-04	3	1	8250,7394,13240
ndcc	N.D.C.C. § 12-06-24	3	1	7202,6518,12571
const	N.D. Const. art. IV, § 85	2	1	20414,15524
rule	N.D.R.Civ.P. 06	2	1	17172,11943
rule	N.D.R.Civ.P. 96	2	1	16075,10373
rule	N.D.R.Ev. 5954	2	1	14658,11842
rule	N.D.R.Ev. 631	2	1	13418,10744
rule	N.D.R.Civ.P. 01	2	1	11421,13789
rule	N.D.R.App.P. 52	2	1	8675,13420
admin	N.D.A.C. § 10-05-06-02	2	1	13015,11629
admin	N.D.A.C. § 59.5-03-03-08	2	1	12489,12237
ndcc	N.D.C.C. § 30-10-02	2	1	20245,6450
ndcc	N.D.C.C. § 29-32-06	2	1	20075,7682
ndcc	N.D.C.C. § 27-20-52	2	1	18098,8251
ndcc	N.D.C.C. ch. 43-02	2	1	19643,10177
ndcc	N.D.C.C. § 29-32-05	2	1	19550,8844
ndcc	N.D.C.C. ch. 69-02	2	1	19511,10903
ndcc	N.D.C.C. ch. 26-3	2	1	17474,11602
ndcc	N.D.C.C. § 30-24-13	2	1	17344,8330
ndcc	N.D.C.C. ch. 30-19	2	1	17344,8330
ndcc	N.D.C.C. § 27-20-13	2	1	17328,8620
ndcc	N.D.C.C. ch. 12-33	2	1	16997,9369
ndcc	N.D.C.C. § 16-1-10	2	1	16756,10829
ndcc	N.D.C.C. § 38-20-07	2	1	16074,12310
ndcc	N.D.C.C. § 15-29-07	2	1	15929,11585
ndcc	N.D.C.C. § 28-06-06	2	1	15831,8505
ndcc	N.D.C.C. § 12.1-31.1-02	2	1	15279,10311
ndcc	N.D.C.C. § 59-02-11	2	1	14987,9033
ndcc	N.D.C.C. § 33-12-41	2	1	14606,7560
ndcc	N.D.C.C. § 26-02-24	2	1	13924,9413
ndcc	N.D.C.C. ch. 60-03	2	1	13815,8055
ndcc	N.D.C.C. § 60-03-01	2	1	13815,8055
ndcc	N.D.C.C. ch. 26-40.1	2	1	13799,7909
ndcc	N.D.C.C. § 27-20-49	2	1	13745,12231
ndcc	N.D.C.C. § 81-04.1-04.20	2	1	13584,12097
ndcc	N.D.C.C. ch. 22-19	2	1	13471,11913
ndcc	N.D.C.C. § 12-02-01	2	1	13487,6967
ndcc	N.D.C.C. § 27-20-12	2	1	13388,6967
ndcc	N.D.C.C. § 27-20-11	2	1	13388,10936
ndcc	N.D.C.C. § 25-03-1	2	1	13234,9673
ndcc	N.D.C.C. § 57-24-25	2	1	13222,10951
ndcc	N.D.C.C. § 57-24-12	2	1	13222,12170
ndcc	N.D.C.C. ch. 10-24	2	1	13230,10506
ndcc	N.D.C.C. § 14-12.1-31	2	1	12945,9533
ndcc	N.D.C.C. ch. 1-1	2	1	12759,7897
ndcc	N.D.C.C. § 28-06.1-02	2	1	12748,6938
ndcc	N.D.C.C. § 15-38.2-06	2	1	12737,12076
ndcc	N.D.C.C. § 15-36-01	2	1	12601,8781
ndcc	N.D.C.C. § 14-14-09	2	1	12540,9745
ndcc	N.D.C.C. § 28-13-01	2	1	12411,6597
ndcc	N.D.C.C. § 15-38.2-01	2	1	12388,12076
ndcc	N.D.C.C. § 15-38.2-04	2	1	12388,8445
ndcc	N.D.C.C. § 14-17-01	2	1	12324,13240
ndcc	N.D.C.C. § 45-10.1-27	2	1	12285,15001
ndcc	N.D.C.C. ch. 3-19	2	1	11577,12859
ndcc	N.D.C.C. § 60-02-19.1	2	1	9347,17010
ndcc	N.D.C.C. ch. 10-14	2	1	6965,14953
ndcc	N.D.C.C. ch. 50-19	2	1	14831,12653
const	N.D. Const. art. XVII, § 211	1	1	20518
const	N.D. Const. art. II, § 26	1	1	20518
const	N.D. Const. art. II, § 32	1	1	20518
const	N.D. Const. art. II, § 41	1	1	20518
const	N.D. Const. art. IV, § 121	1	1	19992
const	N.D. Const. art. IV, § 972	1	1	19992
const	N.D. Const. art. XX, § 2173	1	1	19992
const	N.D. Const. art. IV, § 17	1	1	19771
const	N.D. Const. art. IV, § 41	1	1	19315
const	N.D. Const. art. II, § 25	1	1	15944
const	N.D. Const. art. XV, § 202	1	1	13368
const	N.D. Const. art. XII, § 185	1	1	15864
const	N.D. Const. art. VII, § 142	1	1	13596
rule	N.D.R.Civ.P. 91	1	1	20516
rule	N.D.R.Juv.P. 20.3	1	1	20107
rule	N.D. Code Jud. Conduct 1.1	1	1	19970
rule	N.D.R.Crim.P. 05	1	1	19860
rule	N.D.R.Ev. 636	1	1	19497
rule	N.D.R.App.P. 62	1	1	17604
rule	N.D.R.Ev. 454	1	1	19534
rule	N.D.R.App.P. 77	1	1	19415
rule	N.D.R.Crim.P. 88	1	1	17418
rule	N.D. Code Jud. Conduct 4.3	1	1	17115
rule	N.D.R.Crim.P. 82	1	1	16822
rule	N.D.R.Civ.P. 13.6	1	1	16707
rule	N.D.R.Ev. 329	1	1	16536
rule	N.D.R.Crim.P. 85	1	1	16514
rule	N.D.R.App.P. 95	1	1	16031
rule	N.D.R.Crim.P. 93	1	1	16039
rule	N.D.R.Civ.P. 79	1	1	15840
rule	N.D.R.App.P. 50	1	1	15835
rule	N.D.R.Crim.P. 04	1	1	15790
rule	N.D. Stds. Imposing Lawyer Sanctions 348.0	1	1	15644
rule	N.D.R.Crim.P. 39	1	1	15100
rule	N.D.R.Crim.P. 73	1	1	14806
rule	N.D.R.Crim.P. 81	1	1	14690
rule	N.D.R.Crim.P. 64	1	1	14688
rule	N.D.R.Civ.P. 97	1	1	14410
rule	N.D.R.Crim.P. 72	1	1	14340
rule	N.D. Stds. Imposing Lawyer Sanctions 33.0	1	1	14240
rule	N.D.R.Ev. 498	1	1	14214
rule	N.D.R.Civ.P. 00	1	1	14152
rule	N.D.R.App.P. 99	1	1	13980
rule	N.D.R. Lawyer Discipl. 8.4	1	1	13949
rule	N.D.R.Ev. 250	1	1	13739
rule	N.D. Stds. Imposing Lawyer Sanctions 53.0	1	1	13723
rule	N.D.R.Civ.P. 03.1	1	1	13606
rule	N.D.R. Continuing Legal Ed. 4	1	1	13444
rule	N.D.R.Ct. 14.1	1	1	13102
rule	N.D.R.Civ.P. 87	1	1	13038
rule	N.D.R.Civ.P. 89	1	1	12748
rule	N.D.R.App.P. 59	1	1	18261
rule	N.D.R.Civ.P. 99	1	1	12516
rule	N.D.R.Ev. 841	1	1	12369
rule	N.D.R.Ev. 374	1	1	16348
rule	N.D.R.Civ.P. 0	1	1	14760
rule	N.D.R.Crim.P. 76	1	1	14327
rule	N.D. Admission to Practice R. 9	1	1	13989
rule	N.D.R.App.P. 03	1	1	13988
rule	N.D. Sup. Ct. Admin. R. 10	1	1	16114
rule	N.D.R.Ev. 141	1	1	13438
rule	N.D.R.Ev. 536	1	1	12932
rule	N.D.R.Ev. 451	1	1	12932
rule	N.D.R. Lawyer Discipl. 1.4	1	1	16516
rule	N.D. Code Jud. Conduct 2.5	1	1	16209
rule	N.D.R. Jud. Conduct Commission 8	1	1	16209
rule	N.D.R.Civ.P. 02	1	1	15939
rule	N.D. Stds. Imposing Lawyer Sanctions 32.0	1	1	15564
rule	N.D.R.Ev. 627	1	1	15330
rule	N.D. Sup. Ct. Admin. R. 04	1	1	15172
rule	N.D.R.Ev. 1943	1	1	13646
admin	N.D.A.C. § 28-32-01-12	1	1	20402
admin	N.D.A.C. § 12.1-20-05-12.1	1	1	20130
admin	N.D.A.C. § 12.1-06-04-12.1	1	1	20264
admin	N.D.A.C. § 85-06-06-10	1	1	18049
admin	N.D.A.C. ch. 75-03-38	1	1	19664
admin	N.D.A.C. § 75-03-38-04	1	1	19664
admin	N.D.A.C. § 33-15-14-01	1	1	19492
admin	N.D.A.C. § 33-15-14-02	1	1	19492
admin	N.D.A.C. § 33-15-15-01.2	1	1	19492
admin	N.D.A.C. § 33-15-22-01	1	1	19492
admin	N.D.A.C. § 33-15-07-02	1	1	19426
admin	N.D.A.C. § 10-07-01-04	1	1	19358
admin	N.D.A.C. § 85-06-06-03	1	1	17466
admin	N.D.A.C. § 33-20-01.1-04	1	1	17089
admin	N.D.A.C. § 69-08-01-01	1	1	16515
admin	N.D.A.C. § 39-06.2-10.2-39	1	1	16475
admin	N.D.A.C. § 39-07-07-39	1	1	16099
admin	N.D.A.C. § 43-02-08-16.3	1	1	16032
admin	N.D.A.C. § 75-02-04-01.1	1	1	15700
admin	N.D.A.C. § 75-02-04-03	1	1	15700
admin	N.D.A.C. ch. 34-07-01	1	1	15687
admin	N.D.A.C. § 74-02-04.1-09	1	1	15510
admin	N.D.A.C. § 10-19.1-14-10	1	1	15454
admin	N.D.A.C. § 24-02-01-02	1	1	15065
admin	N.D.A.C. § 32-29.3-22-32	1	1	14720
admin	N.D.A.C. § 7-06-01-02	1	1	14001
admin	N.D.A.C. ch. 40-07-20.1	1	1	13921
admin	N.D.A.C. § 81-04-02-71.2	1	1	13584
admin	N.D.A.C. § 75-01-04.1-05	1	1	13131
admin	N.D.A.C. § 10-05-06-03	1	1	13015
admin	N.D.A.C. § 10-05-06-04	1	1	13015
admin	N.D.A.C. § 64-04-01-02	1	1	12427
admin	N.D.A.C. § 27-02-10-63	1	1	16623
admin	N.D.A.C. ch. 92-05-01	1	1	15274
admin	N.D.A.C. § 95-01-02-46	1	1	15015
admin	N.D.A.C. ch. 75-02-01.1	1	1	16389
admin	N.D.A.C. § 33-16-03.1-05	1	1	17028
admin	N.D.A.C. § 33-16-03.1-04	1	1	17028
admin	N.D.A.C. § 33-16-03.1-03	1	1	17028
